Date(UTC),Pair,Side,Price,Quantity,Amount,Fee,Realized Profit
2021-06-05 11:22:17,LINAUSDT,BUY,0.04168000,955.00000000,39.8044000000 USDT,-0.0079608800 USDT,0.0000000000
2021-06-05 11:22:30,ZILUSDT,BUY,0.12384000,321.00000000,39.7526400000 USDT,-0.0079505200 USDT,0.0000000000
2021-06-05 11:22:35,VETUSDT,BUY,0.13105000,303.00000000,39.7081500000 USDT,-0.0079416300 USDT,0.0000000000
2021-06-05 11:22:43,LINAUSDT,BUY,0.04153000,958.00000000,39.7857400000 USDT,-0.0079571400 USDT,0.0000000000
2021-06-05 11:22:58,ZILUSDT,BUY,0.12362000,322.00000000,39.8056400000 USDT,-0.0079611200 USDT,0.0000000000
2021-06-05 11:23:49,ONEUSDT,BUY,0.09502000,414.00000000,39.3382800000 USDT,-0.0157353100 USDT,1.3417316300
2021-06-05 11:25:33,CELRUSDT,BUY,0.04231000,7418.00000000,313.8555800000 USDT,-0.1255422300 USDT,15.7547500000
2021-06-05 11:29:18,HOTUSDT,SELL,0.00842000,4683.00000000,39.4308600000 USDT,-0.0157723400 USDT,-0.4963980000
2021-06-05 11:31:15,XLMUSDT,BUY,0.38162000,104.00000000,39.6884800000 USDT,-0.0158753900 USDT,1.0092518800
2021-06-05 11:42:11,ZILUSDT,BUY,0.12366000,321.00000000,39.6948600000 USDT,-0.0079389700 USDT,0.0000000000
2021-06-05 11:45:27,STMXUSDT,BUY,0.02418000,1652.00000000,39.9453600000 USDT,-0.0159781400 USDT,0.7881722500
2021-06-05 11:46:24,VETUSDT,BUY,0.13093000,303.00000000,39.6717900000 USDT,-0.0079343500 USDT,0.0000000000
2021-06-05 11:46:45,RVNUSDT,BUY,0.07789000,96.00000000,7.4774400000 USDT,-0.0014954800 USDT,0.0000000000
2021-06-05 11:46:45,RVNUSDT,BUY,0.07789000,415.00000000,32.3243500000 USDT,-0.0064648700 USDT,0.0000000000
2021-06-05 11:46:47,LINAUSDT,BUY,0.04154000,958.00000000,39.7953200000 USDT,-0.0079590600 USDT,0.0000000000
2021-06-05 11:46:47,VETUSDT,BUY,0.13007000,305.00000000,39.6713500000 USDT,-0.0079342700 USDT,0.0000000000
2021-06-05 11:47:11,LINAUSDT,BUY,0.04128000,964.00000000,39.7939200000 USDT,-0.0079587800 USDT,0.0000000000
2021-06-05 11:48:28,VETUSDT,BUY,0.12934000,307.00000000,39.7073800000 USDT,-0.0079414700 USDT,0.0000000000
2021-06-05 11:48:39,RVNUSDT,BUY,0.07762000,512.00000000,39.7414400000 USDT,-0.0079482800 USDT,0.0000000000
2021-06-05 11:48:41,LINAUSDT,BUY,0.04124000,964.00000000,39.7553600000 USDT,-0.0079510700 USDT,0.0000000000
2021-06-05 11:51:05,VETUSDT,BUY,0.12890000,187.00000000,24.1043000000 USDT,-0.0048208600 USDT,0.0000000000
2021-06-05 11:51:05,VETUSDT,BUY,0.12890000,121.00000000,15.5969000000 USDT,-0.0031193800 USDT,0.0000000000
2021-06-05 12:04:04,ZILUSDT,BUY,0.12188000,326.00000000,39.7328800000 USDT,-0.0079465700 USDT,0.0000000000
2021-06-05 12:04:05,RVNUSDT,BUY,0.07736000,514.00000000,39.7630400000 USDT,-0.0079526000 USDT,0.0000000000
2021-06-05 12:04:31,VETUSDT,BUY,0.12827000,310.00000000,39.7637000000 USDT,-0.0079527400 USDT,0.0000000000
2021-06-05 12:07:15,ZILUSDT,BUY,0.12100000,328.00000000,39.6880000000 USDT,-0.0079376000 USDT,0.0000000000
2021-06-05 12:07:18,RVNUSDT,BUY,0.07711000,516.00000000,39.7887600000 USDT,-0.0079577500 USDT,0.0000000000
2021-06-05 12:13:51,ADAUSDT,SELL,1.69230000,23.00000000,38.9229000000 USDT,-0.0077845800 USDT,0.0000000000
2021-06-05 12:15:35,CELRUSDT,SELL,0.04215000,951.00000000,40.0846500000 USDT,-0.0080169300 USDT,0.0000000000
2021-06-05 12:15:46,ONEUSDT,SELL,0.09510000,421.00000000,40.0371000000 USDT,-0.0080074200 USDT,0.0000000000
2021-06-05 12:36:23,BTSUSDT,SELL,0.05458000,734.00000000,40.0617200000 USDT,-0.0080123400 USDT,0.0000000000
2021-06-05 12:39:11,IOSTUSDT,SELL,0.03176600,1261.00000000,40.0569260000 USDT,-0.0080113800 USDT,0.0000000000
2021-06-05 13:03:50,STMXUSDT,BUY,0.02393000,1668.00000000,39.9152400000 USDT,-0.0079830400 USDT,0.0000000000
2021-06-05 13:04:03,STMXUSDT,BUY,0.02386000,1301.00000000,31.0418600000 USDT,-0.0062083700 USDT,0.0000000000
2021-06-05 13:04:04,STMXUSDT,BUY,0.02386000,372.00000000,8.8759200000 USDT,-0.0017751800 USDT,0.0000000000
2021-06-05 13:41:13,ADAUSDT,BUY,1.67570000,2.00000000,3.3514000000 USDT,-0.0013405600 USDT,0.0332000000
2021-06-05 13:41:13,ADAUSDT,BUY,1.67560000,17.00000000,28.4852000000 USDT,-0.0113940800 USDT,0.2839000000
2021-06-05 13:41:13,ADAUSDT,BUY,1.67570000,4.00000000,6.7028000000 USDT,-0.0026811200 USDT,0.0664000000
2021-06-05 13:43:10,RVNUSDT,BUY,0.07806000,510.00000000,39.8106000000 USDT,-0.0079621200 USDT,0.0000000000
2021-06-05 13:43:13,STMXUSDT,BUY,0.02374000,1679.00000000,39.8594600000 USDT,-0.0079718900 USDT,0.0000000000
2021-06-05 13:45:18,BTSUSDT,BUY,0.05374000,527.00000000,28.3209800000 USDT,-0.0113283900 USDT,0.4426800000
2021-06-05 13:45:18,BTSUSDT,BUY,0.05371000,207.00000000,11.1179700000 USDT,-0.0044471800 USDT,0.1800900000
2021-06-05 13:55:16,VETUSDT,BUY,0.12941000,307.00000000,39.7288700000 USDT,-0.0079457700 USDT,0.0000000000
2021-06-05 13:55:45,RVNUSDT,BUY,0.07801000,511.00000000,39.8631100000 USDT,-0.0079726200 USDT,0.0000000000
2021-06-05 13:56:13,ZILUSDT,BUY,0.12186000,327.00000000,39.8482200000 USDT,-0.0079696400 USDT,0.0000000000
2021-06-05 13:58:24,IOSTUSDT,BUY,0.03131100,1261.00000000,39.4831710000 USDT,-0.0157932600 USDT,0.5737550000
2021-06-05 13:59:01,ONEUSDT,BUY,0.09332000,305.00000000,28.4626000000 USDT,-0.0113850400 USDT,0.5429000000
2021-06-05 13:59:01,ONEUSDT,BUY,0.09332000,116.00000000,10.8251200000 USDT,-0.0043300400 USDT,0.2064800000
2021-06-05 14:00:02,VETUSDT,BUY,0.12842000,310.00000000,39.8102000000 USDT,-0.0079620400 USDT,0.0000000000
2021-06-05 14:00:04,ZILUSDT,BUY,0.12130000,328.00000000,39.7864000000 USDT,-0.0079572800 USDT,0.0000000000
2021-06-05 14:00:06,STMXUSDT,BUY,0.02360000,1688.00000000,39.8368000000 USDT,-0.0079673600 USDT,0.0000000000
2021-06-05 14:00:07,RVNUSDT,BUY,0.07774000,512.00000000,39.8028800000 USDT,-0.0079605700 USDT,0.0000000000
2021-06-05 14:00:15,STMXUSDT,BUY,0.02359000,1689.00000000,39.8435100000 USDT,-0.0079687000 USDT,0.0000000000
2021-06-05 14:00:15,RVNUSDT,BUY,0.07770000,513.00000000,39.8601000000 USDT,-0.0079720200 USDT,0.0000000000
2021-06-05 14:01:57,CELRUSDT,BUY,0.04116000,951.00000000,39.1431600000 USDT,-0.0156572600 USDT,0.9414900000
2021-06-05 14:06:28,VETUSDT,BUY,0.12787000,311.00000000,39.7675700000 USDT,-0.0079535100 USDT,0.0000000000
2021-06-05 14:06:56,VETUSDT,BUY,0.12754000,312.00000000,39.7924800000 USDT,-0.0079584900 USDT,0.0000000000
2021-06-05 14:18:20,CHZUSDT,SELL,0.26309000,152.00000000,39.9896800000 USDT,-0.0079979300 USDT,0.0000000000
2021-06-05 14:21:12,ONEUSDT,SELL,0.09391000,426.00000000,40.0056600000 USDT,-0.0080011300 USDT,0.0000000000
2021-06-05 14:22:02,ONEUSDT,SELL,0.09432000,424.00000000,39.9916800000 USDT,-0.0079983300 USDT,0.0000000000
2021-06-05 14:22:20,TRXUSDT,SELL,0.07575000,528.00000000,39.9960000000 USDT,-0.0079992000 USDT,0.0000000000
2021-06-05 14:22:32,BTSUSDT,SELL,0.05409000,740.00000000,40.0266000000 USDT,-0.0080053200 USDT,0.0000000000
2021-06-05 14:22:43,CHZUSDT,SELL,0.26474000,151.00000000,39.9757400000 USDT,-0.0079951400 USDT,0.0000000000
2021-06-05 14:23:35,ADAUSDT,SELL,1.68400000,23.00000000,38.7320000000 USDT,-0.0077464000 USDT,0.0000000000
2021-06-05 14:24:20,IOSTUSDT,SELL,0.03158500,1268.00000000,40.0497800000 USDT,-0.0080099500 USDT,0.0000000000
2021-06-05 14:25:34,TRXUSDT,SELL,0.07599000,526.00000000,39.9707400000 USDT,-0.0079941400 USDT,0.0000000000
2021-06-05 14:35:17,CELRUSDT,BUY,0.04136000,965.00000000,39.9124000000 USDT,-0.0079824800 USDT,0.0000000000
2021-06-05 14:37:31,CELRUSDT,BUY,0.04122000,968.00000000,39.9009600000 USDT,-0.0079801900 USDT,0.0000000000
2021-06-05 14:51:10,BTSUSDT,BUY,0.05346000,110.00000000,5.8806000000 USDT,-0.0023522300 USDT,0.0693000000
2021-06-05 14:51:10,BTSUSDT,BUY,0.05347000,630.00000000,33.6861000000 USDT,-0.0134744400 USDT,0.3906000000
2021-06-05 14:57:05,RVNUSDT,BUY,0.07724000,516.00000000,39.8558400000 USDT,-0.0079711600 USDT,0.0000000000
2021-06-05 14:57:16,LINAUSDT,BUY,0.04128000,965.00000000,39.8352000000 USDT,-0.0079670400 USDT,0.0000000000
2021-06-05 15:00:07,ZILUSDT,BUY,0.12104000,329.00000000,39.8221600000 USDT,-0.0079644300 USDT,0.0000000000
2021-06-05 15:00:09,STMXUSDT,BUY,0.02349000,1696.00000000,39.8390400000 USDT,-0.0079678000 USDT,0.0000000000
2021-06-05 15:00:36,VETUSDT,BUY,0.12716000,313.00000000,39.8010800000 USDT,-0.0079602100 USDT,0.0000000000
2021-06-05 15:10:34,CHZUSDT,BUY,0.25837000,303.00000000,78.2861100000 USDT,-0.0313144400 USDT,1.6793099900
2021-06-05 15:16:09,XLMUSDT,SELL,0.37966000,105.00000000,39.8643000000 USDT,-0.0079728600 USDT,0.0000000000
2021-06-05 15:24:57,REEFUSDT,SELL,0.02433400,1646.00000000,40.0537640000 USDT,-0.0080107500 USDT,0.0000000000
2021-06-05 15:37:48,XLMUSDT,SELL,0.38115000,83.00000000,31.6354500000 USDT,-0.0063270900 USDT,0.0000000000
2021-06-05 15:37:48,XLMUSDT,SELL,0.38115000,22.00000000,8.3853000000 USDT,-0.0016770600 USDT,0.0000000000
2021-06-05 15:38:52,CHZUSDT,SELL,0.26315000,152.00000000,39.9988000000 USDT,-0.0079997600 USDT,0.0000000000
2021-06-05 15:39:00,STMXUSDT,SELL,0.02406000,10093.00000000,242.8375800000 USDT,-0.0971350300 USDT,3.6257500000
2021-06-05 15:50:25,ADAUSDT,SELL,1.69220000,23.00000000,38.9206000000 USDT,-0.0077841200 USDT,0.0000000000
2021-06-05 15:50:25,TRXUSDT,SELL,0.07628000,525.00000000,40.0470000000 USDT,-0.0080094000 USDT,0.0000000000
2021-06-05 15:50:44,REEFUSDT,SELL,0.02464000,1629.00000000,40.1385600000 USDT,-0.0080277100 USDT,0.0000000000
2021-06-05 15:50:44,XLMUSDT,SELL,0.38246000,104.00000000,39.7758400000 USDT,-0.0079551600 USDT,0.0000000000
2021-06-05 15:50:45,IOSTUSDT,SELL,0.03177300,1262.00000000,40.0975260000 USDT,-0.0080195000 USDT,0.0000000000
2021-06-05 15:52:10,STMXUSDT,SELL,0.02420000,1654.00000000,40.0268000000 USDT,-0.0080053600 USDT,0.0000000000
2021-06-05 15:52:10,BTSUSDT,SELL,0.05472000,731.00000000,40.0003200000 USDT,-0.0080000600 USDT,0.0000000000
2021-06-05 15:52:24,RSRUSDT,SELL,0.03543900,1130.00000000,40.0460700000 USDT,-0.0080092100 USDT,0.0000000000
2021-06-05 15:52:25,ONEUSDT,SELL,0.09544000,421.00000000,40.1802400000 USDT,-0.0080360400 USDT,0.0000000000
2021-06-05 17:07:46,LINAUSDT,SELL,0.04249000,4572.00000000,194.2642800000 USDT,-0.0777057100 USDT,0.6416009900
2021-06-05 17:07:46,CELRUSDT,SELL,0.04171000,1933.00000000,80.6254300000 USDT,-0.0322501700 USDT,0.8120699900
2021-06-05 17:07:46,LINAUSDT,SELL,0.04250000,5007.00000000,212.7975000000 USDT,-0.0851190000 USDT,0.7527157000
2021-06-05 17:13:06,ZILUSDT,BUY,0.12080000,330.00000000,39.8640000000 USDT,-0.0079728000 USDT,0.0000000000
2021-06-05 17:13:18,RVNUSDT,BUY,0.07781000,512.00000000,39.8387200000 USDT,-0.0079677400 USDT,0.0000000000
2021-06-05 17:15:14,ADAUSDT,BUY,1.67590000,46.00000000,77.0914000000 USDT,-0.0308365600 USDT,0.5612000000
2021-06-05 17:15:15,XLMUSDT,BUY,0.37787000,29.00000000,10.9582300000 USDT,-0.0043832900 USDT,0.0932534700
2021-06-05 17:15:15,XLMUSDT,BUY,0.37787000,285.00000000,107.6929500000 USDT,-0.0430771800 USDT,0.9164565200
2021-06-05 17:15:15,IOSTUSDT,BUY,0.03131500,2530.00000000,79.2269500000 USDT,-0.0316907800 USDT,0.9203560000
2021-06-05 17:15:17,CHZUSDT,BUY,0.26189000,152.00000000,39.8072800000 USDT,-0.0159229100 USDT,0.1915200000
2021-06-05 17:15:17,REEFUSDT,BUY,0.02413900,218.00000000,5.2623020000 USDT,-0.0021049200 USDT,0.0756908600
2021-06-05 17:15:17,REEFUSDT,BUY,0.02414600,3057.00000000,73.8143220000 USDT,-0.0295257200 USDT,1.0400091300
2021-06-05 17:17:38,STMXUSDT,BUY,0.02395000,1654.00000000,39.6133000000 USDT,-0.0158453200 USDT,0.4135000000
2021-06-05 17:18:13,TRXUSDT,BUY,0.07564000,206.00000000,15.5818400000 USDT,-0.0062327300 USDT,0.0754307000
2021-06-05 17:18:13,TRXUSDT,BUY,0.07565000,1373.00000000,103.8674500000 USDT,-0.0415469700 USDT,0.4890192900
2021-06-05 17:18:13,ONEUSDT,BUY,0.09421000,59.00000000,5.5583900000 USDT,-0.0022233500 USDT,0.0202702800
2021-06-05 17:18:13,ONEUSDT,BUY,0.09424000,72.00000000,6.7852800000 USDT,-0.0027141100 USDT,0.0225766100
2021-06-05 17:18:13,ONEUSDT,BUY,0.09425000,1140.00000000,107.4450000000 USDT,-0.0429780000 USDT,0.3460630900
2021-06-05 17:20:30,RSRUSDT,BUY,0.03508200,1130.00000000,39.6426600000 USDT,-0.0158570600 USDT,0.4034100000
2021-06-05 17:26:57,STMXUSDT,SELL,0.02421000,1653.00000000,40.0191300000 USDT,-0.0080038200 USDT,0.0000000000
2021-06-05 17:27:58,CELRUSDT,SELL,0.04164000,236.00000000,9.8270400000 USDT,-0.0019654000 USDT,0.0000000000
2021-06-05 17:28:13,CELRUSDT,SELL,0.04164000,140.00000000,5.8296000000 USDT,-0.0011659200 USDT,0.0000000000
2021-06-05 17:46:13,VETUSDT,BUY,0.12627000,315.00000000,39.7750500000 USDT,-0.0079550100 USDT,0.0000000000
2021-06-05 17:51:40,VETUSDT,BUY,0.12555000,317.00000000,39.7993500000 USDT,-0.0079598700 USDT,0.0000000000
2021-06-05 18:01:29,LINAUSDT,SELL,0.04218000,949.00000000,40.0288200000 USDT,-0.0080057600 USDT,0.0000000000
2021-06-05 18:01:32,TRXUSDT,SELL,0.07578000,528.00000000,40.0118400000 USDT,-0.0080023600 USDT,0.0000000000
2021-06-05 18:04:17,VETUSDT,BUY,0.12485000,319.00000000,39.8271500000 USDT,-0.0079654300 USDT,0.0000000000
2021-06-05 18:09:18,XLMUSDT,SELL,0.37853000,105.00000000,39.7456500000 USDT,-0.0079491300 USDT,0.0000000000
2021-06-05 18:09:43,CHZUSDT,SELL,0.26268000,152.00000000,39.9273600000 USDT,-0.0079854700 USDT,0.0000000000
2021-06-05 18:10:27,ONEUSDT,SELL,0.09438000,424.00000000,40.0171200000 USDT,-0.0080034200 USDT,0.0000000000
2021-06-05 18:11:24,ADAUSDT,SELL,1.68300000,23.00000000,38.7090000000 USDT,-0.0077418000 USDT,0.0000000000
2021-06-05 18:18:40,RSRUSDT,SELL,0.03536000,1132.00000000,40.0275200000 USDT,-0.0080055000 USDT,0.0000000000
2021-06-05 18:18:40,REEFUSDT,SELL,0.02430800,1647.00000000,40.0352760000 USDT,-0.0080070500 USDT,0.0000000000
2021-06-05 18:19:26,CELRUSDT,SELL,0.04164000,586.00000000,24.4010400000 USDT,-0.0048802000 USDT,0.0000000000
2021-06-05 18:25:20,IOSTUSDT,SELL,0.03141700,1274.00000000,40.0252580000 USDT,-0.0080050500 USDT,0.0000000000
2021-06-05 19:03:32,BTSUSDT,SELL,0.05497000,729.00000000,40.0731300000 USDT,-0.0080146200 USDT,0.0000000000
2021-06-05 19:11:36,ONEUSDT,BUY,0.09385000,261.00000000,24.4948500000 USDT,-0.0097979400 USDT,0.1383300000
2021-06-05 19:11:36,ONEUSDT,BUY,0.09382000,163.00000000,15.2926600000 USDT,-0.0061170600 USDT,0.0912800000
2021-06-05 19:15:36,IOSTUSDT,BUY,0.03112900,794.00000000,24.7164260000 USDT,-0.0098865700 USDT,0.2286720000
2021-06-05 19:15:36,IOSTUSDT,BUY,0.03114400,480.00000000,14.9491200000 USDT,-0.0059796400 USDT,0.1310400000
2021-06-05 19:15:37,CHZUSDT,BUY,0.26160000,109.00000000,28.5144000000 USDT,-0.0114057600 USDT,0.1177200000
2021-06-05 19:15:37,CHZUSDT,BUY,0.26160000,40.00000000,10.4640000000 USDT,-0.0041856000 USDT,0.0432000000
2021-06-05 19:15:37,CHZUSDT,BUY,0.26160000,3.00000000,0.7848000000 USDT,-0.0003139100 USDT,0.0032400000
2021-06-05 19:16:46,CELRUSDT,BUY,0.04153000,962.00000000,39.9518600000 USDT,-0.0159807400 USDT,0.1058200000
2021-06-05 19:20:00,LINAUSDT,SELL,0.04244000,944.00000000,40.0633600000 USDT,-0.0080126700 USDT,0.0000000000
2021-06-05 19:20:52,LINAUSDT,SELL,0.04253000,942.00000000,40.0632600000 USDT,-0.0080126500 USDT,0.0000000000
2021-06-05 19:48:54,STMXUSDT,BUY,0.02383000,1125.00000000,26.8087500000 USDT,-0.0107235000 USDT,0.4275000000
2021-06-05 19:48:54,STMXUSDT,BUY,0.02383000,311.00000000,7.4111300000 USDT,-0.0029644500 USDT,0.1181800000
2021-06-05 19:48:54,STMXUSDT,BUY,0.02383000,217.00000000,5.1711100000 USDT,-0.0020684400 USDT,0.0824600000
2021-06-05 19:50:39,LINAUSDT,BUY,0.04186000,1264.00000000,52.9110400000 USDT,-0.0211644100 USDT,0.6609092600
2021-06-05 19:50:39,LINAUSDT,BUY,0.04186000,1447.00000000,60.5714200000 USDT,-0.0242285600 USDT,0.7565947000
2021-06-05 19:50:39,BTSUSDT,BUY,0.05437000,97.00000000,5.2738900000 USDT,-0.0021095500 USDT,0.0460583900
2021-06-05 19:50:39,BTSUSDT,BUY,0.05437000,304.00000000,16.5284800000 USDT,-0.0066113900 USDT,0.1443479400
2021-06-05 19:50:39,LINAUSDT,BUY,0.04186000,124.00000000,5.1906400000 USDT,-0.0020762500 USDT,0.0648360300
2021-06-05 19:50:39,BTSUSDT,BUY,0.05439000,1059.00000000,57.5990100000 USDT,-0.0230396000 USDT,0.4816636600
2021-06-05 19:54:51,RVNUSDT,BUY,0.07765000,513.00000000,39.8344500000 USDT,-0.0079668900 USDT,0.0000000000
2021-06-05 19:54:53,VETUSDT,BUY,0.12414000,321.00000000,39.8489400000 USDT,-0.0079697800 USDT,0.0000000000
2021-06-05 19:55:13,RVNUSDT,BUY,0.07745000,515.00000000,39.8867500000 USDT,-0.0159546900 USDT,0.0000000000
2021-06-05 19:55:31,ZILUSDT,BUY,0.12018000,196.00000000,23.5552800000 USDT,-0.0047110500 USDT,0.0000000000
2021-06-05 19:55:31,ZILUSDT,BUY,0.12018000,135.00000000,16.2243000000 USDT,-0.0032448600 USDT,0.0000000000
2021-06-05 19:56:23,XLMUSDT,BUY,0.37600000,14.00000000,5.2640000000 USDT,-0.0021056000 USDT,0.0354200000
2021-06-05 19:56:23,XLMUSDT,BUY,0.37599000,38.00000000,14.2876200000 USDT,-0.0057150400 USDT,0.0965200000
2021-06-05 19:56:23,XLMUSDT,BUY,0.37601000,11.00000000,4.1361100000 USDT,-0.0016544400 USDT,0.0277200000
2021-06-05 19:56:23,XLMUSDT,BUY,0.37600000,42.00000000,15.7920000000 USDT,-0.0063168000 USDT,0.1062600000
2021-06-05 19:58:14,RVNUSDT,BUY,0.07729000,516.00000000,39.8816400000 USDT,-0.0079763200 USDT,0.0000000000
2021-06-05 20:00:23,ADAUSDT,BUY,1.66260000,23.00000000,38.2398000000 USDT,-0.0152959200 USDT,0.4692000000
2021-06-05 20:00:23,TRXUSDT,BUY,0.07529000,287.00000000,21.6082300000 USDT,-0.0086432900 USDT,0.1406300000
2021-06-05 20:00:23,VETUSDT,BUY,0.12371000,322.00000000,39.8346200000 USDT,-0.0079669200 USDT,0.0000000000
2021-06-05 20:00:23,TRXUSDT,BUY,0.07529000,241.00000000,18.1448900000 USDT,-0.0072579500 USDT,0.1180900000
2021-06-05 20:00:24,RSRUSDT,BUY,0.03478500,848.00000000,29.4976800000 USDT,-0.0117990700 USDT,0.4876000000
2021-06-05 20:00:24,RSRUSDT,BUY,0.03477600,284.00000000,9.8763840000 USDT,-0.0039505500 USDT,0.1658560000
2021-06-05 20:00:24,RVNUSDT,BUY,0.07721000,516.00000000,39.8403600000 USDT,-0.0079680700 USDT,0.0000000000
2021-06-05 20:05:08,ONEUSDT,SELL,0.09378000,427.00000000,40.0440600000 USDT,-0.0080088100 USDT,0.0000000000
2021-06-05 20:08:52,ADAUSDT,SELL,1.67960000,23.00000000,38.6308000000 USDT,-0.0077261600 USDT,0.0000000000
2021-06-05 20:10:13,ANKRUSDT,SELL,0.10160000,394.00000000,40.0304000000 USDT,-0.0080060800 USDT,0.0000000000
2021-06-05 20:10:45,XRPUSDT,SELL,0.94260000,42.40000000,39.9662400000 USDT,-0.0079932400 USDT,0.0000000000
2021-06-05 20:11:09,LINAUSDT,SELL,0.04213000,950.00000000,40.0235000000 USDT,-0.0080047000 USDT,0.0000000000
2021-06-05 20:11:22,BTSUSDT,SELL,0.05500000,728.00000000,40.0400000000 USDT,-0.0080080000 USDT,0.0000000000
2021-06-05 20:36:15,REEFUSDT,SELL,0.02449400,1637.00000000,40.0966780000 USDT,-0.0080193300 USDT,0.0000000000
2021-06-05 20:36:59,RSRUSDT,SELL,0.03532800,1134.00000000,40.0619520000 USDT,-0.0160247800 USDT,0.0000000000
2021-06-05 20:40:18,RSRUSDT,SELL,0.03541300,1130.00000000,40.0166900000 USDT,-0.0080033300 USDT,0.0000000000
2021-06-05 20:49:30,BTSUSDT,BUY,0.05405000,728.00000000,39.3484000000 USDT,-0.0157393600 USDT,0.6916000000
2021-06-05 20:53:37,STMXUSDT,SELL,0.02401000,1040.00000000,24.9704000000 USDT,-0.0049940700 USDT,0.0000000000
2021-06-05 20:53:37,STMXUSDT,SELL,0.02401000,627.00000000,15.0542700000 USDT,-0.0030108500 USDT,0.0000000000
2021-06-05 21:15:41,RSRUSDT,BUY,0.03467500,2264.00000000,78.5042000000 USDT,-0.0314016800 USDT,1.5744420000
2021-06-05 21:15:42,LINAUSDT,BUY,0.04128000,687.00000000,28.3593600000 USDT,-0.0113437400 USDT,0.5839500000
2021-06-05 21:15:42,LINAUSDT,BUY,0.04128000,263.00000000,10.8566400000 USDT,-0.0043426500 USDT,0.2235500000
2021-06-05 21:19:53,RVNUSDT,BUY,0.07718000,336.00000000,25.9324800000 USDT,-0.0051864900 USDT,0.0000000000
2021-06-05 21:19:54,RVNUSDT,BUY,0.07718000,180.00000000,13.8924000000 USDT,-0.0027784800 USDT,0.0000000000
2021-06-05 21:20:17,ONEUSDT,BUY,0.09177000,208.00000000,19.0881600000 USDT,-0.0076352600 USDT,0.4180800000
2021-06-05 21:20:17,ONEUSDT,BUY,0.09177000,163.00000000,14.9585100000 USDT,-0.0059834000 USDT,0.3276300000
2021-06-05 21:20:17,ONEUSDT,BUY,0.09176000,56.00000000,5.1385600000 USDT,-0.0020554200 USDT,0.1131200000
2021-06-05 21:20:52,ADAUSDT,BUY,1.66010000,23.00000000,38.1823000000 USDT,-0.0152729200 USDT,0.4485000000
2021-06-05 21:24:25,ZILUSDT,BUY,0.11775000,338.00000000,39.7995000000 USDT,-0.0079599000 USDT,0.0000000000
2021-06-05 21:24:31,RVNUSDT,BUY,0.07656000,520.00000000,39.8112000000 USDT,-0.0079622400 USDT,0.0000000000
2021-06-05 21:24:37,VETUSDT,BUY,0.12228000,325.00000000,39.7410000000 USDT,-0.0079482000 USDT,0.0000000000
2021-06-05 21:25:31,REEFUSDT,BUY,0.02369400,3071.00000000,72.7642740000 USDT,-0.0291057000 USDT,2.1703273100
2021-06-05 21:25:31,REEFUSDT,BUY,0.02369200,213.00000000,5.0463960000 USDT,-0.0020185500 USDT,0.1509566800
2021-06-05 21:25:31,ANKRUSDT,BUY,0.10029000,52.00000000,5.2150800000 USDT,-0.0020860300 USDT,0.0681200000
2021-06-05 21:25:31,ANKRUSDT,BUY,0.10028000,53.00000000,5.3148400000 USDT,-0.0021259300 USDT,0.0699600000
2021-06-05 21:25:31,ANKRUSDT,BUY,0.10030000,289.00000000,28.9867000000 USDT,-0.0115946800 USDT,0.3757000000
2021-06-05 21:25:32,XRPUSDT,BUY,0.91860000,42.40000000,38.9486400000 USDT,-0.0155794500 USDT,1.0176000000
2021-06-05 21:29:02,STMXUSDT,BUY,0.02359000,1667.00000000,39.3245300000 USDT,-0.0157298100 USDT,0.7001400000
2021-06-05 21:29:06,RVNUSDT,BUY,0.07627000,522.00000000,39.8129400000 USDT,-0.0079625800 USDT,0.0000000000
2021-06-05 21:29:17,ZILUSDT,BUY,0.11700000,340.00000000,39.7800000000 USDT,-0.0079560000 USDT,0.0000000000
2021-06-05 21:29:17,VETUSDT,BUY,0.12150000,327.00000000,39.7305000000 USDT,-0.0079460900 USDT,0.0000000000
2021-06-05 21:29:38,RVNUSDT,BUY,0.07572000,163.00000000,12.3423600000 USDT,-0.0049369400 USDT,0.0000000000
2021-06-05 21:29:38,RVNUSDT,BUY,0.07572000,359.00000000,27.1834800000 USDT,-0.0108733900 USDT,0.0000000000
2021-06-05 21:33:40,RVNUSDT,BUY,0.07538000,528.00000000,39.8006400000 USDT,-0.0079601200 USDT,0.0000000000
2021-06-05 21:33:42,RVNUSDT,BUY,0.07534000,528.00000000,39.7795200000 USDT,-0.0079559000 USDT,0.0000000000
2021-06-05 21:33:51,ZILUSDT,BUY,0.11571000,344.00000000,39.8042400000 USDT,-0.0079608400 USDT,0.0000000000
2021-06-05 21:34:06,VETUSDT,BUY,0.12053000,330.00000000,39.7749000000 USDT,-0.0079549800 USDT,0.0000000000
2021-06-05 21:45:09,VETUSDT,BUY,0.12020000,331.00000000,39.7862000000 USDT,-0.0079572400 USDT,0.0000000000
2021-06-05 21:58:04,STMXUSDT,SELL,0.02345000,427.00000000,10.0131500000 USDT,-0.0020026300 USDT,0.0000000000
2021-06-05 22:01:36,HOTUSDT,SELL,0.00820100,4887.00000000,40.0782870000 USDT,-0.0080156500 USDT,0.0000000000
2021-06-05 22:01:45,STMXUSDT,SELL,0.02345000,1280.00000000,30.0160000000 USDT,-0.0060032000 USDT,0.0000000000
